0
0
0
0
0
0
0
0
0
0
0,024863885
0,020847301
0,021302349
0,019740021
0,013884028
0,014543799
0,017351947
0,013523278
0,012065196
0,010957917
0,007292135
0,009757021
0,007934418
0,007382664
0,007458793
0,007618591
0,007531833
0,006542518
0,003668189
0,005747295
0,005101924
0,006629276
0,002585256
0,005244234
0,006827139
0,004921549
0,004501476
0,00623355
0,003328015
0,003331785
0,002911712
0,004119467
0,005879658
0,002227595
0,002609603
0,004067685
0,003796782
0,002727567
0,001717675
-0,000209174
0,002238224
-0,002062982
7,54476E-05
0,002936059
0,001217703
0,000742077
0,002602744
0,00035321
0,001540388
0,002515986
0,003054023
-0,000205403
0,002231365
0,002022873
0,001026698
0,001186497
0,002113401
0,001662122
0,000592908
0,000457456
0,001130945
0,001724534
0,002318123
0,002436087
-0,000149851
0,001762598
0,001044186
-4,25162E-05
0,001700187
0,004203137
-0,000389549
8,60766E-05
-0,000736581
0,002082195
-0,000840827
0,0021933
0,001488606
-0,000198545
-0,000285303
0,002335611
-9,42985E-05
-7,54036E-06
0,003206962
-5,6234E-05
0,001321949
0,0015373
-0,000410125
0,002297546
0,000103565
0,001110368
0,001141574
0,001568505
0,00021467
0,000468085
-0,000941303
0,000405674
0,000152258
0,000474944
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
